Date,AAPL,JPM,MSFT,SPY
2022-06-17,129.08984375,102.66992950439453,240.12855529785156,348.6487731933594
2022-06-21,133.31890869140625,105.21328735351562,246.03359985351562,357.425537109375
2022-06-22,132.80868530273438,104.62286376953125,245.44212341308594,356.7774353027344
2022-06-23,135.67388916015625,103.47834777832031,250.99807739257812,360.2748107910156
2022-06-24,139.0001983642578,106.56671142578125,259.56964111328125,371.7293701171875
2022-06-27,139.0001983642578,105.71286010742188,256.844970703125,370.3094482421875
2022-06-28,134.8594512939453,105.20420837402344,248.6903839111328,362.74298095703125
2022-06-29,136.61581420898438,104.73188781738281,252.35557556152344,362.4476013183594
2022-06-30,134.15298461914062,102.2884292602539,249.02975463867188,359.5029296875
2022-07-01,136.3214569091797,103.59644317626953,251.69622802734375,363.3052062988281
2022-07-05,138.90208435058594,103.20240020751953,254.866943359375,363.99139404296875
2022-07-06,140.23655700683594,102.53343963623047,258.1248779296875,365.2206726074219
2022-07-07,143.60215759277344,105.12680053710938,260.2483215332031,370.6906433105469
2022-07-08,144.27920532226562,104.7968978881836,259.5307922363281,370.3857421875
2022-07-11,142.14991760253906,103.42232513427734,256.4765319824219,366.1545715332031
2022-07-12,143.121337890625,103.52312469482422,245.9657440185547,362.9145202636719
2022-07-13,142.75830078125,102.55177307128906,245.04457092285156,361.00860595703125
2022-07-14,145.68234252929688,98.9687271118164,246.36325073242188,360.1318664550781
2022-07-15,147.35043334960938,103.50479888916016,248.923095703125,367.01226806640625
2022-07-18,144.3086395263672,102.44180297851562,246.52810668945312,363.9819030761719
2022-07-19,148.16481018066406,104.98017883300781,251.647705078125,373.8163757324219
2022-07-20,150.16651916503906,104.96184539794922,254.30450439453125,376.19873046875
2022-07-21,152.4331817626953,105.67662048339844,256.79644775390625,380.0296630859375
2022-07-22,151.19680786132812,105.1634521484375,252.45252990722656,376.50372314453125
2022-07-25,150.07821655273438,105.5849838256836,250.96902465820312,376.9610900878906
2022-07-26,148.75355529785156,103.93550109863281,244.24948120117188,372.50128173828125
2022-07-27,153.8461151123047,105.6032943725586,260.5780029296875,382.17376708984375
2022-07-28,154.39561462402344,105.20926666259766,268.01507568359375,386.9671325683594
2022-07-29,159.45872497558594,105.7132797241211,272.21356201171875,392.6086730957031
2022-08-01,158.47750854492188,104.659423828125,269.5665283203125,391.4460754394531
2022-08-02,157.0056610107422,103.02828216552734,266.4733581542969,388.86358642578125
2022-08-03,163.0107421875,104.10960388183594,273.8909912109375,394.95294189453125
2022-08-04,162.69674682617188,102.96411895751953,275.03515625,394.6861572265625
2022-08-05,162.47076416015625,106.07982635498047,274.317626953125,394.0190734863281
2022-08-08,161.99911499023438,104.78772735595703,271.8063049316406,393.5616149902344
2022-08-09,162.04824829101562,105.7315902709961,273.7261657714844,391.998779296875
2022-08-10,166.2930450439453,108.4898910522461,280.3778381347656,400.2323303222656
2022-08-11,165.55609130859375,110.09355163574219,278.3028869628906,400.2323303222656
2022-08-12,169.1032257080078,111.91712951660156,283.0443420410156,407.0078430175781
2022-08-15,170.1742706298828,112.21956634521484,284.55694580078125,408.6850280761719
2022-08-16,170.0170135498047,113.29170227050781,283.82000732421875,409.48553466796875
2022-08-17,171.51055908203125,112.33866882324219,283.0718688964844,406.5789794921875
2022-08-18,171.11753845214844,111.4681167602539,281.954345703125,407.7607421875
2022-08-19,168.5333251953125,108.70980834960938,278.0481262207031,402.2811584472656
2022-08-22,164.65211486816406,106.9137191772461,269.8860778808594,393.90472412109375
2022-08-23,164.3180389404297,105.85987854003906,268.61309814453125,392.95172119140625
2022-08-24,164.61276245117188,106.11648559570312,267.9815673828125,394.20965576171875
2022-08-25,167.06927490234375,108.63652801513672,270.9549255371094,399.77490234375
2022-08-26,160.77088928222656,105.08097839355469,260.4994812011719,386.2428894042969
2022-08-29,158.5699005126953,104.82437896728516,257.72052001953125,383.68902587890625
2022-08-30,156.14292907714844,104.84272003173828,255.52450561523438,379.4769592285156
2022-08-31,154.4823455810547,104.21957397460938,254.0669403076172,376.58941650390625
2022-09-01,155.20944213867188,104.93435668945312,253.0272216796875,377.7711486816406
2022-09-02,153.0968780517578,104.20124053955078,248.81015014648438,373.7877502441406
2022-09-06,151.8391876220703,104.2287368774414,246.07969665527344,372.37738037109375
2022-09-07,153.24429321289062,106.20812225341797,250.7826385498047,379.067138671875
2022-09-08,151.77041625976562,108.68233489990234,251.2004852294922,381.54486083984375
2022-09-09,154.6297149658203,109.20465850830078,256.9723815917969,387.4721984863281
2022-09-12,160.58419799804688,110.49675750732422,259.1002502441406,391.63665771484375
2022-09-13,151.1611785888672,106.65715026855469,244.85537719726562,374.6073303222656
2022-09-14,152.6055908203125,106.40972900390625,245.07888793945312,376.0367431640625
